广州市	美食	22382
广州市	甜品饮品	3109
广州市	果蔬生鲜	752
广州市	商超便利	1293
珠海市	美食	1049
珠海市	果蔬生鲜	72
珠海市	商超便利	25
珠海市	甜品饮品	129
佛山市	美食	9112
佛山市	甜品饮品	1368
佛山市	商超便利	534
佛山市	果蔬生鲜	398
中山市	美食	1802
中山市	甜品饮品	169
中山市	商超便利	70
中山市	果蔬生鲜	50
东莞市	美食	5091
东莞市	甜品饮品	842
东莞市	果蔬生鲜	201
东莞市	商超便利	312
深圳市	美食	19528
深圳市	甜品饮品	3513
深圳市	果蔬生鲜	928
深圳市	商超便利	1317
眉山市	美食	310
眉山市	甜品饮品	35
眉山市	商超便利	20
眉山市	果蔬生鲜	9
太原市	美食	526
太原市	甜品饮品	46
太原市	果蔬生鲜	11
太原市	商超便利	6
北京市	美食	63510
北京市	商超便利	3556
北京市	甜品饮品	7640
北京市	果蔬生鲜	2577
郴州市	美食	1073
郴州市	商超便利	34
郴州市	甜品饮品	50
郴州市	果蔬生鲜	11
衢州市	美食	167
衢州市	甜品饮品	30
杭州市	美食	21946
杭州市	甜品饮品	2903
杭州市	果蔬生鲜	1329
杭州市	商超便利	1236
福州市	美食	1682
福州市	商超便利	215
福州市	甜品饮品	258
福州市	果蔬生鲜	100
潍坊市	美食	854
潍坊市	甜品饮品	231
潍坊市	果蔬生鲜	107
潍坊市	商超便利	95
桂林市	美食	33
桂林市	商超便利	13
桂林市	果蔬生鲜	1
南宁市	美食	1120
南宁市	果蔬生鲜	68
南宁市	甜品饮品	122
南宁市	商超便利	28
肇庆市	美食	937
肇庆市	甜品饮品	71
肇庆市	果蔬生鲜	20
肇庆市	商超便利	10
唐山市	美食	1425
唐山市	甜品饮品	166
唐山市	商超便利	33
唐山市	果蔬生鲜	51
成都市	美食	23253
成都市	商超便利	1143
成都市	甜品饮品	3169
成都市	果蔬生鲜	842
株洲市	美食	227
株洲市	商超便利	10
株洲市	甜品饮品	62
株洲市	果蔬生鲜	2
黄石市	美食	157
黄石市	商超便利	12
黄石市	甜品饮品	30
黄石市	果蔬生鲜	9
鞍山市	美食	1559
鞍山市	甜品饮品	56
鞍山市	商超便利	17
鞍山市	果蔬生鲜	38
荆州市	美食	198
荆州市	甜品饮品	28
荆州市	果蔬生鲜	19
荆州市	商超便利	27
攀枝花市	美食	128
攀枝花市	商超便利	5
攀枝花市	甜品饮品	23
攀枝花市	果蔬生鲜	16
沈阳市	美食	1231
沈阳市	甜品饮品	156
沈阳市	商超便利	96
沈阳市	果蔬生鲜	63
衡阳市	美食	460
衡阳市	甜品饮品	112
衡阳市	商超便利	16
长沙市	美食	1264
长沙市	甜品饮品	225
长沙市	商超便利	129
长沙市	果蔬生鲜	51
嘉兴市	美食	4164
嘉兴市	甜品饮品	324
嘉兴市	商超便利	146
嘉兴市	果蔬生鲜	91
廊坊市	美食	2306
廊坊市	甜品饮品	278
廊坊市	果蔬生鲜	125
廊坊市	商超便利	129
常州市	美食	599
常州市	甜品饮品	39
常州市	果蔬生鲜	22
常州市	商超便利	54
武汉市	美食	19235
武汉市	商超便利	1284
武汉市	甜品饮品	2677
武汉市	果蔬生鲜	675
重庆市	美食	14465
重庆市	甜品饮品	1908
重庆市	商超便利	731
重庆市	果蔬生鲜	474
宁波市	美食	1123
宁波市	甜品饮品	26
宁波市	商超便利	33
宁波市	果蔬生鲜	11
天津市	美食	24883
天津市	甜品饮品	2370
天津市	果蔬生鲜	883
天津市	商超便利	1024
苏州市	美食	19817
苏州市	商超便利	997
苏州市	甜品饮品	2705
苏州市	果蔬生鲜	776
莱芜市	美食	134
莱芜市	果蔬生鲜	1
莱芜市	商超便利	3
莱芜市	甜品饮品	7
赣州市	美食	506
赣州市	甜品饮品	219
赣州市	商超便利	129
赣州市	果蔬生鲜	116
香港特别行政区	美食	381
香港特别行政区	商超便利	58
香港特别行政区	甜品饮品	115
香港特别行政区	果蔬生鲜	40
丽水市	商超便利	20
丽水市	美食	752
丽水市	果蔬生鲜	25
丽水市	甜品饮品	26
四平市	美食	151
四平市	果蔬生鲜	9
四平市	甜品饮品	53
四平市	商超便利	24
哈尔滨市	美食	719
哈尔滨市	甜品饮品	180
哈尔滨市	商超便利	98
哈尔滨市	果蔬生鲜	36
上海市	美食	44424
上海市	商超便利	2357
上海市	果蔬生鲜	1904
上海市	甜品饮品	6771
商丘市	美食	378
商丘市	甜品饮品	62
商丘市	商超便利	19
商丘市	果蔬生鲜	19
南通市	美食	823
南通市	果蔬生鲜	40
南通市	甜品饮品	128
南通市	商超便利	48
济南市	美食	265
济南市	甜品饮品	84
济南市	商超便利	2
济南市	果蔬生鲜	3
绍兴市	美食	33
绍兴市	甜品饮品	17
绍兴市	果蔬生鲜	3
绍兴市	商超便利	4
呼和浩特市	美食	1187
呼和浩特市	甜品饮品	59
呼和浩特市	商超便利	16
呼和浩特市	果蔬生鲜	20
白银市	美食	66
白银市	商超便利	2
白银市	果蔬生鲜	1
白银市	甜品饮品	1
铁岭市	美食	265
铁岭市	商超便利	4
铁岭市	果蔬生鲜	5
铁岭市	甜品饮品	3
宿迁市	美食	414
宿迁市	果蔬生鲜	15
宿迁市	商超便利	18
宿迁市	甜品饮品	29
内江市	美食	659
内江市	商超便利	16
内江市	甜品饮品	2
汕头市	美食	915
汕头市	甜品饮品	68
汕头市	果蔬生鲜	12
汕头市	商超便利	14
日照市	美食	25
日照市	商超便利	2
日照市	甜品饮品	3
乌鲁木齐市	美食	344
乌鲁木齐市	甜品饮品	36
乌鲁木齐市	商超便利	9
乌鲁木齐市	果蔬生鲜	13
惠州市	美食	4999
惠州市	甜品饮品	784
惠州市	果蔬生鲜	202
惠州市	商超便利	183
湘西土家族苗族自治州	美食	307
湘西土家族苗族自治州	甜品饮品	11
湘西土家族苗族自治州	商超便利	1
绥化市	美食	168
绥化市	甜品饮品	29
绥化市	商超便利	6
绥化市	果蔬生鲜	5
朔州市	美食	51
信阳市	美食	210
信阳市	甜品饮品	14
信阳市	商超便利	4
信阳市	果蔬生鲜	5
石家庄市	美食	640
石家庄市	甜品饮品	57
石家庄市	果蔬生鲜	23
石家庄市	商超便利	46
德阳市	美食	410
德阳市	商超便利	51
德阳市	甜品饮品	72
德阳市	果蔬生鲜	32
南京市	美食	1302
南京市	商超便利	89
南京市	甜品饮品	187
南京市	果蔬生鲜	79
烟台市	美食	325
烟台市	甜品饮品	69
烟台市	商超便利	23
烟台市	果蔬生鲜	13
邢台市	美食	253
邢台市	商超便利	25
邢台市	甜品饮品	43
邢台市	果蔬生鲜	29
青岛市	美食	1285
青岛市	甜品饮品	77
青岛市	果蔬生鲜	34
青岛市	商超便利	8
金华市	美食	393
金华市	商超便利	38
金华市	甜品饮品	46
金华市	果蔬生鲜	26
毕节市	美食	200
毕节市	甜品饮品	19
毕节市	商超便利	9
毕节市	果蔬生鲜	4
温州市	美食	1067
温州市	甜品饮品	53
温州市	果蔬生鲜	27
温州市	商超便利	26
岳阳市	美食	275
岳阳市	商超便利	19
岳阳市	甜品饮品	20
岳阳市	果蔬生鲜	11
芜湖市	美食	42
芜湖市	甜品饮品	4
保定市	美食	736
保定市	甜品饮品	66
保定市	商超便利	16
保定市	果蔬生鲜	22
台州市	美食	313
台州市	甜品饮品	29
台州市	商超便利	1
西宁市	美食	31
西宁市	甜品饮品	29
西宁市	商超便利	4
承德市	美食	189
承德市	果蔬生鲜	8
承德市	商超便利	4
邯郸市	美食	1285
邯郸市	甜品饮品	111
邯郸市	商超便利	52
邯郸市	果蔬生鲜	40
平凉市	美食	433
平凉市	甜品饮品	5
平凉市	商超便利	4
平凉市	果蔬生鲜	5
大理白族自治州	美食	5
海口市	美食	158
海口市	甜品饮品	32
海口市	商超便利	15
海口市	果蔬生鲜	14
万宁市	美食	32
万宁市	果蔬生鲜	8
万宁市	商超便利	9
万宁市	甜品饮品	7
西安市	商超便利	11
西安市	甜品饮品	60
西安市	美食	631
西安市	果蔬生鲜	11
南阳市	美食	282
南阳市	甜品饮品	32
南阳市	果蔬生鲜	10
南阳市	商超便利	34
郑州市	美食	230
郑州市	甜品饮品	76
郑州市	果蔬生鲜	15
郑州市	商超便利	27
白沙黎族自治县	美食	477
白沙黎族自治县	甜品饮品	3
沧州市	美食	84
张家口市	甜品饮品	50
张家口市	美食	416
张家口市	果蔬生鲜	17
张家口市	商超便利	54
湖州市	美食	390
湖州市	商超便利	27
湖州市	果蔬生鲜	20
湖州市	甜品饮品	43
凉山彝族自治州	美食	8
凉山彝族自治州	甜品饮品	2
凉山彝族自治州	商超便利	2
贵阳市	果蔬生鲜	15
贵阳市	美食	285
贵阳市	商超便利	7
贵阳市	甜品饮品	12
无锡市	美食	1018
无锡市	甜品饮品	138
无锡市	商超便利	32
无锡市	果蔬生鲜	18
抚顺市	美食	666
抚顺市	商超便利	5
抚顺市	甜品饮品	24
抚顺市	果蔬生鲜	2
泰州市	美食	203
泰州市	甜品饮品	45
泰州市	果蔬生鲜	81
泰州市	商超便利	68
合肥市	甜品饮品	47
合肥市	美食	271
合肥市	商超便利	52
合肥市	果蔬生鲜	9
新余市	美食	12
新余市	商超便利	11
新余市	果蔬生鲜	1
文昌市	美食	208
文昌市	商超便利	5
文昌市	甜品饮品	20
朝阳市	美食	298
朝阳市	果蔬生鲜	20
朝阳市	甜品饮品	27
朝阳市	商超便利	1
临沧市	美食	55
临沧市	甜品饮品	10
临沧市	商超便利	1
临沧市	果蔬生鲜	19
汕尾市	美食	14
南昌市	美食	1657
南昌市	果蔬生鲜	55
南昌市	甜品饮品	77
南昌市	商超便利	30
厦门市	美食	101
厦门市	甜品饮品	33
厦门市	商超便利	17
厦门市	果蔬生鲜	3
漳州市	果蔬生鲜	17
漳州市	美食	389
漳州市	甜品饮品	52
漳州市	商超便利	8
安庆市	美食	697
安庆市	甜品饮品	118
安庆市	果蔬生鲜	17
安庆市	商超便利	50
孝感市	美食	81
孝感市	甜品饮品	4
孝感市	商超便利	1
徐州市	美食	166
镇江市	美食	308
镇江市	甜品饮品	76
镇江市	果蔬生鲜	18
镇江市	商超便利	9
连云港市	美食	316
连云港市	甜品饮品	14
连云港市	果蔬生鲜	2
连云港市	商超便利	1
齐齐哈尔市	美食	538
齐齐哈尔市	甜品饮品	62
齐齐哈尔市	商超便利	42
齐齐哈尔市	果蔬生鲜	13
鸡西市	美食	45
鸡西市	甜品饮品	17
鸡西市	商超便利	10
鸡西市	果蔬生鲜	1
吉安市	美食	149
吉安市	甜品饮品	7
湘潭市	美食	78
湘潭市	甜品饮品	9
宜昌市	美食	149
宜昌市	甜品饮品	6
宜昌市	商超便利	2
宜昌市	果蔬生鲜	5
东方市	美食	109
东方市	甜品饮品	30
东方市	商超便利	9
东方市	果蔬生鲜	2
六盘水市	美食	2
六盘水市	甜品饮品	9
六盘水市	商超便利	7
六盘水市	果蔬生鲜	1
赤峰市	美食	217
赤峰市	甜品饮品	19
赤峰市	商超便利	14
乐东黎族自治县	美食	68
乐东黎族自治县	甜品饮品	49
乐东黎族自治县	商超便利	22
乐东黎族自治县	果蔬生鲜	7
莆田市	美食	188
莆田市	甜品饮品	12
莆田市	果蔬生鲜	16
台南市	商超便利	4
台南市	美食	113
台南市	甜品饮品	6
秦皇岛市	美食	716
秦皇岛市	甜品饮品	92
秦皇岛市	商超便利	14
盐城市	美食	257
盐城市	商超便利	29
盐城市	甜品饮品	19
盐城市	果蔬生鲜	3
商洛市	甜品饮品	10
商洛市	美食	10
清远市	美食	931
清远市	商超便利	51
清远市	果蔬生鲜	32
清远市	甜品饮品	101
汉中市	甜品饮品	21
汉中市	商超便利	10
舟山市	美食	82
舟山市	果蔬生鲜	7
舟山市	商超便利	9
舟山市	甜品饮品	9
马鞍山市	美食	588
马鞍山市	甜品饮品	22
马鞍山市	商超便利	1
马鞍山市	果蔬生鲜	7
抚州市	美食	337
抚州市	甜品饮品	40
抚州市	商超便利	24
抚州市	果蔬生鲜	7
安康市	美食	13
安康市	甜品饮品	2
安康市	果蔬生鲜	1
葫芦岛市	美食	273
葫芦岛市	商超便利	36
葫芦岛市	甜品饮品	59
葫芦岛市	果蔬生鲜	93
永州市	美食	1
渭南市	果蔬生鲜	23
渭南市	美食	846
渭南市	甜品饮品	32
渭南市	商超便利	15
昆明市	美食	538
昆明市	甜品饮品	88
昆明市	商超便利	29
昆明市	果蔬生鲜	21
长春市	美食	638
长春市	甜品饮品	179
长春市	果蔬生鲜	70
长春市	商超便利	95
北海市	美食	199
北海市	果蔬生鲜	19
北海市	甜品饮品	39
北海市	商超便利	8
梅州市	美食	472
梅州市	商超便利	6
梅州市	甜品饮品	23
梅州市	果蔬生鲜	5
菏泽市	美食	582
菏泽市	甜品饮品	37
菏泽市	果蔬生鲜	20
菏泽市	商超便利	33
大连市	美食	614
大连市	甜品饮品	56
大连市	商超便利	14
大连市	果蔬生鲜	2
延安市	美食	525
延安市	甜品饮品	56
延安市	果蔬生鲜	33
延安市	商超便利	49
怒江傈僳族自治州	美食	76
怒江傈僳族自治州	甜品饮品	1
林芝地区	美食	168
林芝地区	甜品饮品	47
临汾市	美食	239
临汾市	甜品饮品	25
临汾市	果蔬生鲜	18
玉溪市	美食	90
玉溪市	果蔬生鲜	8
玉溪市	甜品饮品	48
玉溪市	商超便利	2
常德市	美食	465
常德市	甜品饮品	50
常德市	果蔬生鲜	19
常德市	商超便利	15
蚌埠市	美食	50
蚌埠市	商超便利	18
蚌埠市	甜品饮品	4
蚌埠市	果蔬生鲜	20
阳江市	美食	210
阳江市	果蔬生鲜	11
阳江市	甜品饮品	29
迪庆藏族自治州	美食	182
迪庆藏族自治州	商超便利	6
迪庆藏族自治州	甜品饮品	6
迪庆藏族自治州	果蔬生鲜	3
丽江市	美食	678
丽江市	商超便利	28
丽江市	甜品饮品	72
丽江市	果蔬生鲜	18
澄迈县	美食	6
澄迈县	甜品饮品	5
澄迈县	商超便利	1
曲靖市	美食	12
三亚市	美食	86
三亚市	甜品饮品	1
济宁市	美食	369
济宁市	果蔬生鲜	9
济宁市	甜品饮品	11
济宁市	商超便利	9
酒泉市	甜品饮品	66
酒泉市	美食	132
酒泉市	商超便利	39
酒泉市	果蔬生鲜	15
盘锦市	美食	284
盘锦市	甜品饮品	54
盘锦市	商超便利	11
贵港市	甜品饮品	13
贵港市	美食	89
九江市	甜品饮品	4
九江市	美食	103
乌兰察布市	甜品饮品	3
乌兰察布市	果蔬生鲜	7
乌兰察布市	美食	27
遂宁市	甜品饮品	34
遂宁市	美食	358
遂宁市	商超便利	2
遂宁市	果蔬生鲜	1
大庆市	果蔬生鲜	8
大庆市	美食	101
大庆市	甜品饮品	1
大庆市	商超便利	10
吕梁市	甜品饮品	37
吕梁市	美食	62
吕梁市	商超便利	74
吕梁市	果蔬生鲜	12
阜阳市	商超便利	71
阜阳市	果蔬生鲜	42
阜阳市	甜品饮品	46
阜阳市	美食	311
昭通市	商超便利	21
昭通市	甜品饮品	25
昭通市	美食	266
琼海市	美食	306
琼海市	甜品饮品	66
邵阳市	美食	35
邵阳市	果蔬生鲜	11
柳州市	果蔬生鲜	9
柳州市	美食	402
柳州市	甜品饮品	12
柳州市	商超便利	4
日喀则地区	果蔬生鲜	19
日喀则地区	美食	39
上饶市	甜品饮品	44
上饶市	美食	462
上饶市	果蔬生鲜	12
上饶市	商超便利	7
潮州市	甜品饮品	21
潮州市	商超便利	10
潮州市	美食	53
丹东市	甜品饮品	53
丹东市	商超便利	22
丹东市	果蔬生鲜	4
丹东市	美食	427
陇南市	甜品饮品	40
陇南市	商超便利	11
陇南市	美食	105
陇南市	果蔬生鲜	12
泉州市	美食	517
泉州市	果蔬生鲜	23
泉州市	商超便利	7
泉州市	甜品饮品	43
营口市	甜品饮品	30
营口市	果蔬生鲜	8
营口市	美食	434
营口市	商超便利	1
银川市	商超便利	27
银川市	甜品饮品	31
银川市	果蔬生鲜	19
银川市	美食	404
兰州市	果蔬生鲜	22
兰州市	甜品饮品	28
兰州市	商超便利	20
兰州市	美食	86
雅安市	果蔬生鲜	12
雅安市	美食	48
雅安市	甜品饮品	2
襄阳市	美食	125
襄阳市	甜品饮品	1
咸宁市	商超便利	54
咸宁市	果蔬生鲜	12
咸宁市	甜品饮品	42
咸宁市	美食	37
长治市	美食	15
长治市	果蔬生鲜	9
长治市	商超便利	2
长治市	甜品饮品	15
鹤岗市	美食	160
巴中市	商超便利	1
巴中市	果蔬生鲜	19
巴中市	美食	180
巴中市	甜品饮品	1
临沂市	果蔬生鲜	21
临沂市	甜品饮品	46
临沂市	商超便利	47
临沂市	美食	138
南平市	甜品饮品	15
南平市	美食	164
南平市	商超便利	5
泰安市	商超便利	15
泰安市	甜品饮品	64
泰安市	美食	245
泰安市	果蔬生鲜	8
三门峡市	果蔬生鲜	17
三门峡市	商超便利	32
三门峡市	美食	251
三门峡市	甜品饮品	131
百色市	甜品饮品	22
百色市	果蔬生鲜	32
百色市	商超便利	22
百色市	美食	51
塔城地区	美食	61
塔城地区	甜品饮品	15
塔城地区	商超便利	6
黔东南苗族侗族自治州	商超便利	6
黔东南苗族侗族自治州	美食	42
黔东南苗族侗族自治州	甜品饮品	9
扬州市	甜品饮品	40
扬州市	商超便利	13
扬州市	果蔬生鲜	12
扬州市	美食	177
池州市	商超便利	10
池州市	果蔬生鲜	4
池州市	甜品饮品	10
池州市	美食	144
威海市	甜品饮品	8
威海市	美食	119
吉林市	甜品饮品	9
吉林市	美食	93
吉林市	商超便利	4
钦州市	果蔬生鲜	11
钦州市	甜品饮品	23
钦州市	美食	84
钦州市	商超便利	8
韶关市	商超便利	3
韶关市	甜品饮品	10
韶关市	美食	24
淮安市	美食	92
淮安市	商超便利	10
淮安市	甜品饮品	11
绵阳市	商超便利	5
绵阳市	甜品饮品	2
绵阳市	果蔬生鲜	2
绵阳市	美食	2
包头市	甜品饮品	17
包头市	美食	12
乐山市	甜品饮品	22
乐山市	果蔬生鲜	10
乐山市	美食	102
乐山市	商超便利	1
淄博市	甜品饮品	1
淄博市	美食	18
通辽市	甜品饮品	37
通辽市	美食	50
许昌市	甜品饮品	12
延边朝鲜族自治州	甜品饮品	23
延边朝鲜族自治州	果蔬生鲜	16
延边朝鲜族自治州	商超便利	9
延边朝鲜族自治州	美食	287
河源市	果蔬生鲜	8
河源市	美食	22
鄂州市	甜品饮品	29
鄂州市	果蔬生鲜	7
鄂州市	商超便利	14
鄂州市	美食	181
荆门市	美食	21
周口市	甜品饮品	5
周口市	果蔬生鲜	2
周口市	美食	6
江门市	甜品饮品	1
江门市	美食	64
江门市	果蔬生鲜	1
龙岩市	甜品饮品	5
龙岩市	美食	4
怀化市	美食	29
怀化市	果蔬生鲜	4
玉林市	美食	63
达州市	美食	25
达州市	商超便利	5
达州市	甜品饮品	13
三明市	美食	46
楚雄彝族自治州	美食	11
宜宾市	美食	29
宜宾市	甜品饮品	14
宜宾市	商超便利	1
新乡市	美食	6
广安市	美食	9
铜川市	果蔬生鲜	5
铜川市	美食	3
河池市	果蔬生鲜	1
洛阳市	美食	50
海东地区	美食	2
伊春市	美食	5
运城市	甜品饮品	1
阿克苏地区	甜品饮品	2
阿克苏地区	美食	20
